,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster
18261,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442,-0.608348179,0
38100,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
8988,White,Male,20,Private,9,Transport-moving,<=50K,<=50K,-0.060870436,-0.482877139,0
9933,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
31159,Non-White,Male,30,Local-gov,9,Other-service,<=50K,>50K,-0.129002187,-0.192205512,0
18076,White,Male,20,Private,13,Adm-clerical,<=50K,<=50K,-0.168955874,-0.183052903,0
29008,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.146394484,-0.267246703,0
38436,Non-White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,0.047512647,-0.517635734,0
38347,White,Female,30,State-gov,10,Tech-support,<=50K,<=50K,-0.201326458,0.175244109,1
24466,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
5637,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
4026,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
3507,White,Male,60,Local-gov,5,Exec-managerial,<=50K,<=50K,0.003837993,0.557398127,1
20436,White,Male,20,State-gov,10,Tech-support,<=50K,<=50K,-0.180559443,0.132509092,1
31345,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.087447311,-0.457809412,0
40440,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.400635657,0.181612521,1
7337,White,Male,20,Private,12,Handlers-cleaners,<=50K,<=50K,-0.045261172,-0.488526285,0
36253,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
31614,White,Male,40,Private,10,Machine-op-inspct,<=50K,>50K,-0.151457315,-0.31287842,0
31470,White,Male,30,Private,11,Adm-clerical,<=50K,>50K,-0.246963092,-0.235612627,0
32927,White,Male,30,Self-emp-not-inc,12,Transport-moving,<=50K,>50K,-0.302429838,0.096398646,1
16128,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.162707656,0.060264289,0
21915,White,Female,30,Private,10,Other-service,<=50K,<=50K,0.068365029,-0.51764651,0
7731,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
23406,White,Male,20,Unknown,12,Unknown,<=50K,<=50K,1.959371522,0.751145695,2
12067,White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.376253077,0.475275799,1
22254,White,Female,20,Private,13,Prof-specialty,<=50K,<=50K,-0.241800729,0.357527526,1
46536,Non-White,Female,20,Private,6,Machine-op-inspct,<=50K,<=50K,0.320029899,-0.865568741,0
28562,White,Male,60,Unknown,9,Unknown,<=50K,>50K,2.137188242,0.924727631,2
15558,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
16362,White,Male,40,Local-gov,9,Protective-serv,>50K,>50K,-0.404511275,0.519771587,1
14223,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
21095,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
1702,White,Female,20,Private,13,Sales,<=50K,<=50K,-0.079417763,-0.193643966,0
27535,Non-White,Male,70,Private,10,Farming-fishing,<=50K,<=50K,0.378898956,0.157660302,0
12775,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
13535,Non-White,Male,50,Federal-gov,13,Exec-managerial,>50K,>50K,-0.445476968,0.48378686,1
4722,Non-White,Male,20,Self-emp-not-inc,9,Farming-fishing,<=50K,<=50K,-0.058339348,-0.097250732,0
36685,White,Male,40,Self-emp-not-inc,9,Transport-moving,<=50K,>50K,-0.280321555,0.062832471,0
29977,White,Female,20,Private,9,Sales,<=50K,<=50K,0.063454698,-0.5163857,0
26107,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.471223634,0.550903817,1
2697,White,Male,20,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.147904058,-0.151192094,0
922,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.146394484,-0.267246703,0
31976,White,Female,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.051518457,-0.565613162,0
3133,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.684213555,1.38598238,1
27259,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
23818,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.083608804,-0.49901072,0
41038,Non-White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.143676496,-0.691761475,0
10864,White,Female,70,Self-emp-not-inc,10,Other-service,<=50K,<=50K,0.480853687,0.176373419,0
12223,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864808,-0.243784847,0
12534,White,Male,60,Federal-gov,9,Adm-clerical,<=50K,>50K,0.027786245,0.041396198,0
29221,Non-White,Female,30,Private,9,Other-service,<=50K,<=50K,0.086151104,-0.684977558,0
7361,White,Male,40,Self-emp-not-inc,4,Exec-managerial,>50K,>50K,-0.253409308,0.523456993,1
25765,White,Female,10,Private,10,Other-service,<=50K,<=50K,0.519862874,-0.817128574,0
661,White,Male,60,Private,5,Handlers-cleaners,<=50K,>50K,0.262382203,-0.343604928,0
30885,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.514480434,0.671633074,1
30541,White,Male,20,Private,7,Machine-op-inspct,<=50K,<=50K,0.193607602,-0.759546085,0
41152,Non-White,Female,30,Private,9,Machine-op-inspct,<=50K,<=50K,0.004556118,-0.676566743,0
17735,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.708467688,1.582864798,1
38692,White,Male,40,Federal-gov,9,Farming-fishing,<=50K,<=50K,-0.290248304,0.164876528,1
24327,White,Male,30,Unknown,9,Unknown,<=50K,<=50K,1.871569481,0.713983775,2
11583,White,Male,30,Private,11,Exec-managerial,>50K,>50K,-0.376566796,0.109989796,1
26506,White,Male,40,Private,10,Craft-repair,<=50K,>50K,-0.208153183,-0.162339654,0
10678,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.708467688,1.582864798,1
21652,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
38446,White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.181576308,-0.187407381,0
24335,Non-White,Male,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.063611633,-0.662924293,0
11933,White,Male,30,Self-emp-not-inc,9,Tech-support,<=50K,<=50K,-0.29367792,0.044144087,0
44982,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
8816,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577,0.162549521,1
40815,White,Female,20,Local-gov,14,Prof-specialty,<=50K,<=50K,-0.41153385,1.071876831,1
9041,Non-White,Male,20,Local-gov,9,Craft-repair,<=50K,<=50K,-0.132840694,-0.151004205,0
8592,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
19561,White,Male,30,Self-emp-inc,10,Farming-fishing,<=50K,<=50K,-0.26924719,0.311653506,1
5519,White,Female,10,Private,9,Other-service,<=50K,<=50K,0.481574374,-0.873506041,0
39924,White,Male,20,Local-gov,13,Craft-repair,<=50K,<=50K,-0.33178773,0.28269111,1
32332,White,Male,30,Self-emp-not-inc,7,Transport-moving,<=50K,<=50K,-0.031420487,-0.209709454,0
7210,White,Male,50,Private,9,Transport-moving,<=50K,>50K,-0.186565646,-0.269384924,0
30567,White,Male,20,Private,14,Adm-clerical,<=50K,<=50K,-0.237221036,0.113537614,1
45769,White,Female,40,State-gov,16,Prof-specialty,>50K,>50K,-0.641148712,1.551351088,1
36469,White,Male,50,Private,10,Adm-clerical,<=50K,>50K,-0.113490124,-0.235924955,0
9153,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
16866,White,Male,40,Unknown,9,Unknown,<=50K,<=50K,1.847027457,0.835327793,2
32709,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
47508,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
19528,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.30689843,0.087900198,1
5074,Non-White,Male,10,Private,10,Other-service,<=50K,<=50K,0.462252116,-0.853068898,0
38517,Non-White,Female,10,Private,9,Handlers-cleaners,<=50K,<=50K,0.488194541,-1.011137107,0
30955,White,Male,50,Private,10,Prof-specialty,>50K,<=50K,-0.300020312,0.379668731,1
3369,Non-White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.163790233,-0.354738428,0
15969,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.039677634,-0.587059012,0
29144,White,Male,10,Private,6,Other-service,<=50K,<=50K,0.548910474,-0.869746508,0
5957,White,Male,30,Private,12,Exec-managerial,>50K,>50K,-0.336789772,0.112466254,1
34744,White,Female,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.051518457,-0.565613162,0
15399,White,Male,60,Private,4,Handlers-cleaners,<=50K,<=50K,0.254284477,-0.177004754,0
18472,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.05527054,-0.25806616,0
47388,White,Female,20,Private,15,Prof-specialty,<=50K,>50K,-0.316661818,0.838317015,1
39463,White,Male,40,Private,9,Prof-specialty,<=50K,>50K,-0.371607973,0.348891341,1
44751,White,Female,50,Self-emp-not-inc,13,Sales,<=50K,<=50K,-0.265569721,0.326465567,1
36433,White,Male,50,Private,4,Craft-repair,<=50K,<=50K,-0.091413593,-0.106377601,0
47921,White,Male,40,Local-gov,11,Protective-serv,<=50K,>50K,-0.490938606,0.672205323,1
35932,White,Female,40,Private,10,Adm-clerical,<=50K,<=50K,-0.033103952,-0.285338135,0
15385,White,Male,20,Private,7,Craft-repair,<=50K,<=50K,0.136911733,-0.609007318,0
8359,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.30832699,-0.187627403,0
9607,White,Female,40,Unknown,11,Unknown,<=50K,<=50K,1.874285459,0.912748272,2
5642,White,Female,50,Private,6,Protective-serv,<=50K,<=50K,0.024962611,-0.069854259,0
35168,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.282356406,-0.033443821,0
12530,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
21551,White,Male,10,Private,10,Handlers-cleaners,<=50K,<=50K,0.356723132,-0.768792802,0
33196,White,Male,20,Private,10,Handlers-cleaners,<=50K,<=50K,0.039677634,-0.587059012,0
267,White,Male,20,Private,6,Craft-repair,<=50K,<=50K,0.093574122,-0.529063136,0
31134,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589042,-0.524430427,0
48088,White,Male,40,Local-gov,9,Exec-managerial,<=50K,>50K,-0.416149447,0.496658867,1
42756,White,Male,40,Private,9,Other-service,<=50K,<=50K,-0.108150828,-0.377666702,0
2463,White,Male,30,Federal-gov,10,Adm-clerical,<=50K,>50K,-0.199544017,-0.112970191,0
15847,White,Female,20,Unknown,9,Unknown,<=50K,<=50K,2.119707162,0.521222245,2
184,Non-White,Female,40,Private,9,Sales,<=50K,<=50K,-0.039465099,-0.388246989,0
30689,White,Male,40,State-gov,9,Protective-serv,<=50K,>50K,-0.423122436,0.558365929,1
26334,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.246441683,-0.218717121,0
43161,White,Female,10,Private,10,Sales,<=50K,<=50K,0.418788695,-0.641742023,0
6588,White,Male,50,Self-emp-not-inc,9,Sales,<=50K,>50K,-0.236382593,0.07873709,0
38518,White,Male,50,Self-emp-not-inc,10,Farming-fishing,<=50K,>50K,-0.201820635,0.283572531,1
42438,White,Male,40,Federal-gov,9,Transport-moving,<=50K,>50K,-0.297161564,-0.025086142,0
22322,White,Male,30,Federal-gov,12,Other-service,<=50K,<=50K,-0.207555867,-0.125401821,0
38747,White,Female,50,Local-gov,13,Exec-managerial,<=50K,<=50K,-0.412037413,0.718787267,1
40625,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.48993841,0.550289056,1
20623,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
22112,White,Female,20,Private,2,Priv-house-serv,<=50K,<=50K,0.35193984,-0.855107106,0
46721,Non-White,Female,50,State-gov,10,Prof-specialty,<=50K,>50K,-0.250339523,0.650055023,1
21565,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.195322784,-0.365128866,0
2725,Non-White,Female,30,Private,9,Handlers-cleaners,<=50K,<=50K,0.036696695,-0.711655043,0
20473,White,Male,10,Unknown,7,Unknown,<=50K,<=50K,2.54742637,0.263303805,2
6356,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.251850965,0.013933527,0
41203,Non-White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,0.025323133,-0.71930176,0
35597,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
19236,Non-White,Male,60,Unknown,4,Unknown,<=50K,<=50K,2.314991746,0.951713646,2
30294,White,Female,40,Private,9,Machine-op-inspct,<=50K,<=50K,-0.076060481,-0.444269144,0
8233,White,Male,30,Unknown,9,Unknown,<=50K,<=50K,1.871569481,0.713983775,2
21661,White,Female,30,Private,9,Machine-op-inspct,<=50K,<=50K,-0.051518457,-0.565613162,0
36033,White,Female,30,Private,10,Exec-managerial,<=50K,>50K,-0.138165632,-0.06107973,0
41919,Non-White,Female,50,Private,9,Exec-managerial,<=50K,>50K,-0.111622419,-0.132666836,0
13451,White,Male,70,Private,15,Prof-specialty,>50K,<=50K,-0.091854093,1.418481156,1
27928,White,Female,20,Private,15,Prof-specialty,<=50K,>50K,-0.316661818,0.838317015,1
800,White,Male,20,Private,13,Sales,<=50K,>50K,-0.193103096,-0.118630709,0
18057,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.290139465,-0.04244394,0
41627,White,Male,20,Private,7,Craft-repair,<=50K,<=50K,0.136911733,-0.609007318,0
24472,White,Female,20,Private,10,Priv-house-serv,<=50K,<=50K,0.304044151,-0.72039432,0
19451,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
32179,White,Male,30,Private,13,Sales,>50K,<=50K,-0.327555444,-0.000882436,0
16853,White,Female,30,Self-emp-not-inc,12,Sales,<=50K,<=50K,-0.178104705,0.062890085,0
15110,White,Male,30,Private,9,Farming-fishing,<=50K,<=50K,-0.188409524,-0.175166195,0
12707,White,Male,20,Private,13,Sales,<=50K,>50K,-0.193103096,-0.118630709,0
13901,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.221899659,-0.340061139,0
12554,Non-White,Female,40,Federal-gov,13,Prof-specialty,<=50K,<=50K,-0.422017281,0.704364942,1
23976,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379,-0.490599905,0
34245,White,Female,50,Self-emp-not-inc,10,Sales,<=50K,<=50K,-0.084408761,0.0601013,0
36177,White,Male,20,Private,7,Handlers-cleaners,<=50K,<=50K,0.225748179,-0.794634385,0
28246,White,Male,40,Private,9,Other-service,<=50K,<=50K,-0.108150828,-0.377666702,0
39417,White,Male,10,Private,8,Adm-clerical,<=50K,<=50K,0.473879302,-0.842004597,0
23955,White,Male,20,Private,9,Transport-moving,<=50K,<=50K,-0.060870436,-0.482877139,0
14006,White,Female,60,Private,13,Exec-managerial,<=50K,>50K,-0.053707831,0.416028393,1
22165,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.05527054,-0.25806616,0
14847,White,Male,30,Private,5,Machine-op-inspct,<=50K,<=50K,-0.035377136,-0.519260483,0
41098,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
44927,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.444518239,0.771866316,1
20107,White,Female,30,Unknown,13,Unknown,<=50K,>50K,1.842382353,0.961712252,2
11637,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.570528222,1.310969123,1
33876,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.164528877,-0.69177225,0
44447,White,Male,60,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.143646868,0.598742151,1
29831,White,Male,10,Unknown,8,Unknown,<=50K,<=50K,2.505984544,0.260025542,2
8530,White,Female,30,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.504974987,1.078483634,1
11071,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.355486062,0.432540783,1
3843,White,Female,20,Private,10,Other-service,<=50K,<=50K,0.202817377,-0.635394783,0
6388,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.174854022,-0.18793973,0
7967,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.05527054,-0.25806616,0
14199,White,Female,10,Private,9,Other-service,<=50K,<=50K,0.481574374,-0.873506041,0
25029,Non-White,Female,50,Private,13,Exec-managerial,>50K,>50K,-0.25449488,0.190074898,1
11410,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.471223634,0.550903817,1
30845,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.549446435,0.942623515,1
42942,White,Male,30,Self-emp-not-inc,9,Exec-managerial,<=50K,>50K,-0.350596212,0.264173378,1
12090,White,Female,20,Local-gov,11,Tech-support,<=50K,>50K,-0.17297878,0.114957763,1
31875,White,Female,30,Unknown,9,Unknown,<=50K,<=50K,1.985254814,0.638970518,2
31441,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
623,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.183611159,-0.283683672,0
13883,White,Male,30,Private,10,Transport-moving,<=50K,>50K,-0.157034284,-0.308751399,0
32370,White,Male,20,Federal-gov,13,Armed-Forces,<=50K,<=50K,-0.328413284,0.145772029,1
24080,White,Female,20,Self-emp-not-inc,12,Prof-specialty,<=50K,<=50K,-0.206035322,0.496313304,1
11966,White,Male,40,Private,9,Sales,<=50K,>50K,-0.209225007,-0.202280151,0
13550,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942136,-0.384994976,0
18431,White,Male,60,Unknown,7,Unknown,<=50K,<=50K,2.361547286,0.773529725,2
43201,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
324,White,Male,20,Private,9,Handlers-cleaners,<=50K,<=50K,0.001389135,-0.643436479,0
6591,Non-White,Male,40,Local-gov,10,Handlers-cleaners,<=50K,<=50K,-0.164710121,-0.041161513,0
39403,White,Female,50,Private,11,Prof-specialty,<=50K,<=50K,-0.311050809,0.400711743,1
9114,White,Female,30,Private,9,Other-service,<=50K,<=50K,0.030076529,-0.574023977,0
41143,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.45755395,0.401641812,1
33487,White,Male,40,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.268609931,0.144277664,1
20992,White,Female,70,Self-emp-not-inc,9,Other-service,<=50K,<=50K,0.442565188,0.119995952,0
43790,White,Male,50,Federal-gov,9,Machine-op-inspct,>50K,>50K,-0.233743408,-0.176157258,0
19476,Non-White,Male,20,Private,9,Sales,<=50K,<=50K,0.00584394,-0.552326024,0
42262,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.319326592,0.205284537,1
47233,Non-White,Male,10,Private,10,Sales,<=50K,<=50K,0.361177937,-0.677682347,0
24888,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.433011925,0.280297794,1
11349,White,Female,30,Private,5,Other-service,<=50K,<=50K,0.159903184,-0.602684555,0
41697,White,Male,50,Local-gov,6,Adm-clerical,<=50K,<=50K,-0.072225149,0.054202643,0
46683,White,Male,30,Unknown,8,Unknown,<=50K,<=50K,2.054486699,0.559507605,2
20603,White,Male,60,Self-emp-not-inc,4,Exec-managerial,<=50K,<=50K,0.036751478,0.61285683,1
42449,White,Male,30,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.670669649,1.355284515,1
1925,White,Female,20,Private,10,Sales,<=50K,<=50K,0.101743197,-0.460008233,0
7388,White,Male,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.007537057,-0.551970712,0
18197,Non-White,Male,30,Private,14,Craft-repair,>50K,>50K,-0.376962707,0.168317531,1
22952,White,Male,30,Private,11,Sales,<=50K,>50K,-0.271110314,-0.171190434,0
24704,White,Male,10,Private,10,Adm-clerical,<=50K,<=50K,0.329250584,-0.63115096,0
23211,White,Male,40,Federal-gov,14,Exec-managerial,>50K,>50K,-0.603115868,0.916931035,1
42749,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.071392452,-0.341715602,0
20518,Non-White,Male,20,Federal-gov,9,Craft-repair,<=50K,<=50K,-0.108669491,-0.350064288,0
26075,White,Male,50,Private,9,Farming-fishing,<=50K,>50K,-0.179652387,-0.079422254,0
39254,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.160535761,-0.388046363,0
7444,White,Male,30,Local-gov,10,Other-service,<=50K,<=50K,-0.146788263,-0.024874464,0
39116,White,Male,30,Private,7,Craft-repair,<=50K,<=50K,0.002459385,-0.491259045,0
34958,White,Female,70,Federal-gov,10,Tech-support,<=50K,<=50K,0.314401311,0.324992295,1
16064,White,Male,50,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.400508492,0.483742237,1
31158,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.195322784,-0.365128866,0
28008,White,Male,30,Private,13,Adm-clerical,<=50K,>50K,-0.303408222,-0.06530463,0
47565,Non-White,Female,50,Private,10,Exec-managerial,<=50K,<=50K,-0.073333919,-0.076289369,0
17637,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.213142521,-0.244317197,0
5971,White,Female,40,Unknown,11,Unknown,<=50K,<=50K,1.874285459,0.912748272,2
27761,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.049158811,-0.401431945,0
18417,White,Male,40,Private,9,Tech-support,<=50K,>50K,-0.257763196,-0.141129213,0
18129,White,Male,20,Private,13,Craft-repair,<=50K,>50K,-0.230319771,-0.135067679,0
3993,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328,0.652612969,2
46034,Non-White,Male,40,Federal-gov,10,Transport-moving,<=50K,>50K,-0.202798489,-0.079662256,0
42565,White,Male,10,Private,9,Machine-op-inspct,<=50K,<=50K,0.286294055,-0.790081969,0
29506,Non-White,Male,30,Private,9,Sales,<=50K,>50K,-0.128608408,-0.434577751,0
16346,White,Male,10,Private,10,Prof-specialty,<=50K,<=50K,0.142720396,-0.015557274,0
40483,White,Male,30,Private,7,Farming-fishing,<=50K,<=50K,0.035949519,-0.326364102,0
26341,Non-White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.068279662,-0.560370751,0
